SEQNOS,FIRE_INVOLVED,FIRE_EXTINGUISHED,ANY_EVACUATIONS,NUMBER_EVACUATED,WHO_EVACUATED,RADIUS_OF_EVACUATION,ANY_INJURIES,NUMBER_INJURED,NUMBER_HOSPITALIZED,ANY_FATALITIES,NUMBER_FATALITIES,ANY_DAMAGES,DAMAGE_AMOUNT,AIR_CORRIDOR_CLOSED,AIR_CORRIDOR_DESC,AIR_CLOSURE_TIME,WATERWAY_CLOSED,WATERWAY_DESC,WATERWAY_CLOSURE_TIME,ROAD_CLOSED,ROAD_DESC,ROAD_CLOSURE_TIME,CLOSURE_DIRECTION,MAJOR_ARTERY,TRACK_CLOSED,TRACK_DESC,TRACK_CLOSURE_TIME,MEDIA_INTEREST,MEDIUM_DESC,ADDITIONAL_MEDIUM_INFO,BODY_OF_WATER,TRIBUTARY_OF,NEAREST_RIVER_MILE_MAKER,RELEASE_SECURED,ESTIMATED_DURATION_OF_RELEASE,RELEASE_RATE,DESC_REMEDIAL_ACTION,STATE_AGENCY_ON_SCENE,STATE_AGENCY_REPORT_NUM,OTHER_AGENCY_NOTIFIED,WEATHER_CONDITIONS,AIR_TEMPERATURE,WIND_SPEED,WIND_DIRECTION,WATER_SUPPLY_CONTAMINATED,SHEEN_SIZE,SHEEN_COLOR,DIRECTION_OF_SHEEN_TRAVEL,SHEEN_ODOR_DESCRIPTION,WAVE_CONDITION,CURRENT_SPEED,CURRENT_DIRECTION,WATER_TEMPERATURE,TRACK_CLOSE_DIR,EMPL_FATALITY,PASS_FATALITY,COMMUNITY_IMPACT,WIND_SPEED_UNIT,EMPLOYEE_INJURIES,PASSENGER_INJURIES,OCCUPANT_FATALITY,CURRENT_SPEED_UNIT,ROAD_CLOSURE_UNITS,TRACK_CLOSURE_UNITS,SHEEN_SIZE_UNITS,ADDITIONAL_INFO,STATE_AGENCY_NOTIFIED,FEDERAL_AGENCY_NOTIFIED,NEAREST_RIVER_MILE_MARKER,SHEEN_SIZE_LENGTH,SHEEN_SIZE_LENGTH_UNITS,SHEEN_SIZE_WIDTH,SHEEN_SIZE_WIDTH_UNITS,OFFSHORE,DURATION_UNIT,RELEASE_RATE_UNIT,RELEASE_RATE_RATE,PASSENGERS_TRANSFERRED
1205499,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,OHIO RIVER,OHIO RIVER,,,U,,,UNKNOWN,,,,OVERCAST,46,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,THE FACILITY 400 YARDS UP RIVER FROM THE REPORTING SOURCE ARE ALSO REPORTING THE SHEEN AS COMING FROM ABOVE THEM.,,,11,,,75,FEET,N,,,,NO
1205500,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,PAVEMENT,,,,U,,,MADE NOTIFICATIONS.,,,,SUNNY,75,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205501,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,ROAD SIDE DITCH,STORM WATER DITCH,VIOLA CHANNEL,,U,,,CONTAINMENT BOOM IN PLACE.,,,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205503,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,SOIL,DIRT,,,,U,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,RELEASED MATERIALS IS COVERED WITH OLD CONTSTRUCTION MATERIALS.,,,,,,,,N,,,,NO
1205504,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,SOIL,SOIL,,,,U,,,UNKNOWN,,,,RAINY,,,,U,,,,,,,,,,,,,,,,,,,,,,KY EPA,,,,,,,N,,,,NO
1205505,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,COLUMBIA RIVER,COLUMBIA RIVER,,,U,,,MADE NOTIFICATIONS.,,,,RAINY,50,,,U,,BARELY DISCERNIBLE,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205506,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,MISSISSIPPI RIVER,MISSISSIPPI RIVER,,,Y,,,"SHUT DOWN PUMP. PERFORM CLEAN UP. BOATS WILL DEPLOY BOOM.
",,,,OVERCAST,,10,WSW,U,,RAINBOW,,,,,,,,,,,MPH,,,,,,,,,FIRE DEPT.,,89,50,FEET,10,FEET,N,,,,NO
1205507,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,STORM DRAIN,STORM DRAIN,,,N,,,CALLER REPORTS AN ENVIRONMENTAL CONTRACTOR HAS BEEN DISPATCHED FOR CLEANUP.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205509,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,ESCATWPA RIVER,ESCATWPA RIVER,,,U,,,DEPLOYED BOOM.,,,,CLEAR,73,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,500,FEET,20,FEET,N,,,,NO
1205510,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,MANHOLE,MANHOLE,HUDSON RIVER,,U,,,TAKING SAMPLES TO ATTEMPT TO IDENTIFY SOURCE.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205511,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,U,,,CALLER REPORTS THEY ARE GETTING A FILL PACK AND CALLING AN ENVIRONMENTAL CONTRACTOR.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,911,,,,,,,N,,,,NO
1205512,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,STORM DRAIN,STORM DRAIN,,,U,,,ABSORBENT BOOM IN PLACE.,,102003012018,,,,,,U,,,,,,,,,,,,,,,,,,,,,,DEM,,,,,,,N,,,,NO
1205513,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,PAVEMENT/ STORM DRAIN,,,,Y,,,FD DEPLOYED BOOM.,FD,,,RAINY,45,,,U,,,,,,,,,,,,,,,,,,,,,,IN DEM; COUNTY EMA; BROWNSBURG MS4,,,,,,,N,,,,NO
1205514,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,MONTAUK HARBOR,MONTAUK HARBOR,MONTAUK LAKE,,U,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,CALLER STATED THAT THE SHEEN IS DISSIPATING.,,USCG SECTOR,,200,YARDS,,,N,,,,NO
1205515,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,SOIL,SOIL,,,,U,,,UNKNOWN,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205516,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,HUDSON RIVER,HUDSON RIVER,,,U,,,AN INDIVIDUAL WAS OBSERVED SPRAYING DAWN LIQUID ON THE SHEEN.,,,,OVERCAST,50,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205517,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,JAMES RIVERS,JAMES RIVER,ELIZABETH RIVER,,U,,,CONTRACTOR WILL BOOM OFF MATERIAL.,,,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,30,FEET,15,FEET,N,,,,NO
1205519,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,SOIL/ STORM DRAIN,,,,Y,,,RINSED THE AREA TO DILUTE THE MIXTURE.,FD,,,RAINY,55,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205521,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,SKIPANON RIVER,SKIPANON RIVER,COLUMBIA,,U,,,,,,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,300,FEET,200,FEET,N,,,,NO
1205522,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,"SOIL, GRASS AREA",,,,Y,,,CALLER REPORTS THEY ARE CONDUCTING A CLEAN UP.,,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,"STATE PD, LA DEQ, DNR, SHERIFF",,,,,,,N,,,,NO
1205523,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,NARRAGANSETT BAY,NARRAGANSETT BAY,,,N,,,DEPLOYED ABSORBENTS.,,,,SUNNY,50,,,U,,RAINBOW,,DIESEL,,,,,,,,,,,,,,,,,,,,,50,YARDS,50,YARDS,N,,,,NO
1205525,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,NON-RELEASE (N/A),,,,,U,,,UNDER INVESTIGATION,SHERIFF,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205526,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,SOIL,,,,U,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,"SONOMA COUNTY, CITY",,,,,,,N,,,,NO
1205527,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,AIR/ FOUR LEAGUE BAY/ MARSH,FOUR LEAGUE BAY,,,Y,,,CLEANING CONTRACTOR IS ENROUTE (ETA 1 HOUR).,,,,CLEAR,80,22,S,U,,RAINBOW,,,,,,,,,,,MPH,,,,,,,,,,,,30,FEET,10,FEET,N,,,,NO
1205529,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,SOIL,SOIL,,,,Y,,,VAC TRUCK ON SCENE.  DEPLOYED BOOM,GLO,; 20180801,,CLEAR,75,,,U,,,,,,,,,,,,,,,,,,,,,,TX RAILROAD COMMISSION; GLO,,,,,,,N,,,,NO
1205530,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,LOWER LAGUNA MADRE CHANNEL,LOWER LAGUNA MADRE CHANNEL,,,N,,,DEPLOYED ABSORBENTS AROUND VESSEL.,TX GLO,,,OVERCAST,72,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,TX GLO,USCG,,50,FEET,50,FEET,N,,,,NO
1205532,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,N,,,WORKING TO IDENTIFY THE ISSUE SO THEY CAN GET IT UNDER CONTROL.,,,,CLEAR,,12,SW,U,,,,,,,,,,,,,MPH,,,,,,,,,,,,,,,,N,,,,NO
1205533,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,CONCRETE/SECONDARY CONTAINMENT,,,,Y,,,CALLER REPORTS THE SPILL WAS CLEANED UP AND SPILL CLEAN UP MATERIAL WAS PLACED IN DRUMS FOR DISPOSAL.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205534,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,STORM DRAIN INLET,STORM DRAIN INLET,BACK RIVER,,Y,,,CONTRACTOR EN ROUTE FOR CLEAN UP.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205536,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,COOPER RIVER,COOPER RIVER,,,N,,,WORKING TO STOP THE LEAK WITH DIVERS AND BOOMS WERE APPLIED.,,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205537,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,SABINE PASS,SABINE PASS,,,U,,,CLEAN UP UNDERWAY,,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205539,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,TYGART CREEK,TYGART CREEK,KANAWHA RIVER,,Y,,,CLEAN UP UNDERWAY,,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205540,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,HONOKOHAU HARBOR,HONOKOHAU HARBOR,PACIFIC OCEAN,,Y,,,"SORBENT SWEEPS IN THE WATER.  
",,,,,,,,U,,REDDISH,,,,,,,,,,,,,,,,,,,WILL LOOK THROUGH CAMERA FOOTAGE TO HELP DETERMINE WHO IS RESPONSIBLE.,,,,200,FEET,150,FEET,N,,,,NO
1205541,N,U,N,,,,Y,1,1,N,,N,,N,,,N,,,N,,,,N,Y,MAIN LINE,2,UNKNOWN,RAIL REPORT (N/A),,,,,U,,,LOCAL AUTHORITIES ARRIVED ONSCENE.,MTA POLICE; LOCAL AUTHORITIES,18MTA00000626,,,,,,U,,,,,,,,,N/S,,,,,,,,,,,,,,,,,,,,N,,,,YES
1205544,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,OTHER,ON THE SIDE OF THE TANK,,,,Y,,,RAIL CAR WAS ISOLATED AND CLEANUP IS COMPLETED.,,18-01041,,,,,,U,,,,,,,,,,,,,,,,,,,,,CHEMTREC REPORT NUMBER: 2018-03-01-00109.,STATE POLICE,CHEMTREC,,,,,,N,,,,NO
1205545,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,PENOBSCOT BAY,PENOBSCOT BAY,,,U,,,SHEEN DISSIPATED NATURALLY.,,,,CLEAR,,,,U,,,,,,,,,,,,,,,,,,,,,,,USCG,,,,,,N,,,,NO
1205546,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,ASPHALT,,,,Y,,,CALLER REPORTS A RESPONSE TEAM IS ENROUTE.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,MD DEPARTMENT OF THE ENVIROMENT,,,,,,,N,,,,NO
1205547,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,BALLAST,,,,,Y,,,"ABSORBENTS APPLIED, CONTRACTOR HAS BEEN HIRED",,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205549,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,CONCRETE/SECONDARY CONTAINMENT,,,,Y,,,CALLER REPORTS A CLEAN UP WAS CONDUCTED WITH A VACUUM TRUCK.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205550,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,FIRST CREEK,FIRST CREEK,,,U,,,,,,,RAINY,,,,U,,,,,,,,,,,,,,,,,,,,,,POLICE DEPT,,,,,,,N,,,,NO
1205551,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,STORM DRAIN,STORM DRAIN,,,U,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,CALLER STATED THAT THEY HAVE PHOTOS AND SAMPLES OF THE MATERIAL.,,,,,,,,N,,,,NO
1205552,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,SUSQUEHANNA RIVER,SUSQUEHANNA RIVER,,,U,,,DEPLOYED ABSORBENT SOCKS.,FD,,,OVERCAST,48,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,100,YARDS,100,YARDS,N,,,,NO
1205553,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,DELAWARE RIVER,DELAWARE RIVER,,,U,,,CONTRACTOR HAS BOOMED OFF AS MUCH OF THE SHEEN AS POSSIBLE.,,,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205557,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,ELIZABETH RIVER,ELIZABETH RIVER,,,Y,,,BOOMS APPLIED,,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205559,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,GULF OF MEXICO,GULF OF MEXICO,,,U,,,TAR BALL WAS REMOVED.,TGLO,,,CLEAR,,,,U,,DARK BLACK,,,,,,,,,,,,,,,,,,,,,USCG,,,,,,N,,,,NO
1205560,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,SOIL,DIRT,,,,Y,,,MATERIALS HAVE BEEN RECOVERED,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,LEASE NAME: NORTH DRUM CREEK,,,,,,,,N,,,,NO
1205561,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,FORK CREEK,FORK CREEK,,,U,,,MADE NOTIFICATIONS.,,,,RAINY,70,,,U,,,,,,,,,,,,,,,,,,,,,,,EPA,,,,,,N,,,,NO
1205562,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,STORM SYSTEM,,,,U,,,CONTRACTOR HAS BEEN HIRED,,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205563,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,OFF THE ICW,OFF THE ICW,,,U,,,BOOMS WERE APPLIED AND THEY ARE SHUTTING THE BILGE PUMP OFF.,,,,OVERCAST,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,20,YARDS,20,YARDS,N,,,,NO
1205564,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,OTHER,CARPET,,,,Y,,,CLEANED THE AREA. PLACED MERCURY IN DOUBLE PLASTIC BAG. DEPARTMENT OF HEALTH IS ENROUTE.,,; 13327,,,,,,U,,,,,,,,,,,,,,,,,,,,,,HEALTH DEPARTMENT; DEQ; POISON CONTROL,,,,,,,N,,,,NO
1205565,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,N,,,INVESTIGATION UNDERWAY,,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205566,N,U,N,,,,U,,,U,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,ATLANTIC OCEAN,ATLANTIC OCEAN,,,U,,,SEARCH AND RESCUE CASE IS STILL ONGOING.,STATE POLICE DIVE TEAM,,,UNKNOWN,45,2,,U,,,,,2     SLIGHT (1 - 3 FT),,,43,,,,,KNTS,,,,,,,,,,USCG; AIR FORCE RESCUE,,,,,,N,,,,NO
1205567,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,STORM DRAIN,STORM DRAIN,FURNEAUX CREEK,,Y,,,CLEAN UP CREW ON-SITE,,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205568,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,STORM DRAIN,STORM DRAIN,WEST MUD CREEK,,Y,,,CONTRACTOR HAS BEEN HIRED,,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205570,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,Y,,,CLOSED EMERGENCY VALVES.,,,,CLEAR,35,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205573,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,,INTRACOASTAL WATERWAY/EAST BAY,,,U,,,MADE NOTIFICATIONS.,,,,SUNNY,75,12,NNE,U,,,,,,,,,,,,,MPH,,,,,,,,CALLER STATED THERE WAS A SHEEN ON THE WATER LAST WEEK AS WELL.,,USCG,,50,YARDS,3,YARDS,N,,,,NO
1205575,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,COLUMBIA RIVER,COLUMBIA RIVER,,,Y,,,INVESTIGATION UNDERWAY,,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205576,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,CONCRETE,,,,Y,,,MATERIAL CONTAINED AND CONTACTING A CLEANUP COMPANY.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205577,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,LAKE COOPER,LAKE COOPER,,,U,,,NONE,,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205578,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,GULF OF MEXICO,GULF OF MEXICO,,,Y,,,REPAIRED,,,,PARTLY CLOUDY,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,NO
1205579,U,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,OTHER,,,,,U,,,FIRE DEPT RESPONDED AND SECURED THE SUITCASE.,FIRE DEPT; POLICE DEPT,18-0000056,,,,,,U,,,,,,,,,,,,,,,,,,,,,CALLER STATES THE SOURCE APPEARED TO BE A PORTABLE CHARGER UNIT WITH A SLOT FOR DOUBLE A BATTERIES.,,,,,,,,N,,,,NO
1205580,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,SNAKE RIVER,SNAKE RIVER,,,Y,,,"BOOMS APPLIED, ABSORBENTS APPLIED",,,,PARTLY CLOUDY,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,100,FEET,20,FEET,N,,,,NO
1205581,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,AIR,/ ATMOSPHERE- NO OFF SITE IMPACT,,,,Y,40,,* PRESSURE ON THE PIPELINE WAS 845PSID,,,,,,10,,U,,,,,,,,,,,,,MPH,,,,,,,,,NONE,,,,,,,N,MINUTE,,,NO
1205583,N,U,N,,,,N,,,N,,N,,N,,,N,,,Y,I-75,,N,Y,N,,,UNKNOWN,LAND,GROUND,,,,Y,,,"POLICE AND FIRE DEPTS ARE ON SCENE, CONTRACTOR WAS HIRED FOR CLEAN UP WHICH IS CURRENTLY UNDERWAY",PD/FD,18866,,SNOWY,,,,U,,,,,,,,,,,,,,,,,,,,,RP STATED ROAD CLOSURE IS STILL ONGOING AT THIS TIME.,MI DEQ,,,,,,,N,,,,NO
1205584,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,WATER,/ AN UNKNOWN CREEK,UNKNOWN/UNNAMED CREEK,,,Y,,,* FIRE DEPT. DEPLOYED 25 BOOMS.,FIRE DEPT.,,,RAINY,,,,U,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205585,N,U,N,,,,Y,1,1,N,,N,,N,,,N,,,Y,MILL STREET,,,N,Y,MAIN LINE,,UNKNOWN,RAIL REPORT (N/A),TRAIN VS VEHICLE,,,,U,,,"POLICE AND FIRE DEPTS ARE ONSCENE, INVESTIGATION IS UNDERWAY",PD/FD,18-0033,,,,,,U,,,,,,,,,E/W,,,,,,,,,,,,TRACK AND ROAD CLOSURES ARE STILL ON GOING AT THIS TIME.,"LOCAL PD, OH PUC (MESSAGE LEFT)",,,,,,,N,,,,NO
1205586,N,U,N,,,,N,,,N,,N,,N,,,N,,,Y,EDWARDS FERRY RD NE,,,N,N,,,UNKNOWN,WATER,/ STORM DRAIN,STORM DRAIN,UNKNOWN,,Y,,,"* HEPACO ENROUTE, ETA APPROX. 1 HOUR",LOUDOUN COUNTY POLICE AND FIRE,,,RAINY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205587,N,U,N,,,,N,,,N,,N,,N,,,N,,,Y,BURNSIDE AVE,,,N,N,,,UNKNOWN,WATER,CATCH BASIN,CATCH BASIN,CONNECTICUT RIVER,,N,,,"LOCAL POLICE ARE ONSCENE, CONTRACTOR (CLEAN HARBOR) IS ONSITE WITH VAC TRUCK FOR REMEDIATION. TRANSFORMERS WILL BE UPRIGHTED TO STOP THE RELEASE AND THEN REMOVED FROM THE AREA.",LOCAL PD,2018-00992,,RAINY,,,,U,,,,,,,,,,,,,,,,,,,,,,CT DEP,,,,,,,N,,,,NO
1205589,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,GROUND,,,,Y,,,POLICE AND FIRE WERE ONSCENE,PD/FD,18-1374,,RAINY,,,,U,,,,,,,,,,,,,,,,,,,,,RP WILL NOTIFY CAL EMA NEXT.,CA WARNING CENTER,,,,,,,N,,,,NO
1205590,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,STORM DRAIN,STORM DRAIN,,,Y,,,"CONTRACTOR IS ENROUTE TO REMOVE CONTAMINATED SOIL, WILL CLEAN HARD SURFACE WITH MICROBLAZE AND WILL VACUUM OUT THE STORM DRAIN.",,,,,,,,U,,,,,,,,,,,,,,,,,,,,,RP WILL NOTIFY THE NMED NEXT.,,,,,,,,N,,,,NO
1205591,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,JOLIET HARBOR,JOLIET HARBOR,DES PLAINES RIVER,,U,,,UNKNOWN,,,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,USCG,,2,MILES,150,FEET,N,,,,NO
1205592,Y,Y,N,,,,N,,,N,,Y,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,Y,,,SERVICE TO BUILDING WAS CAPPED OFF,FIRE DEPT,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1205593,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,BELLEVIEW LAKE,BELLEVIEW LAKE,,,Y,,,CALLER REPORTS A CONTRACTOR IS ON SCENE CONDUCTING A CLEAN UP.,,,,RAINY,,45,,U,,RAINBOW,,,,,,,,,,,MPH,,,,,,,,,CT DEEP,,,50,FEET,20,FEET,N,,,,NO
