SEQNOS,DESCRIPTION_OF_INCIDENT,TYPE_OF_INCIDENT,INCIDENT_CAUSE,INCIDENT_DATE_TIME,INCIDENT_DTG,INCIDENT_LOCATION,LOCATION_ADDRESS,LOCATION_STREET1,LOCATION_STREET2,LOCATION_NEAREST_CITY,LOCATION_STATE,LOCATION_COUNTY,LOCATION_ZIP,DISTANCE_FROM_CITY,DISTANCE_UNITS,DIRECTION_FROM_CITY,LAT_DEG,LAT_MIN,LAT_SEC,LAT_QUAD,LONG_DEG,LONG_MIN,LONG_SEC,LONG_QUAD,LOCATION_SECTION,LOCATION_TOWNSHIP,LOCATION_RANGE,POTENTIAL_FLAG
1202283,"CALLER REPORTED THAT APPROXIMATELY 2 DROPS OF LUBRICATING OIL WAS DISCHARGED INTO THE HOUSTON SHIP CHANNEL FROM A BALL VALVE ON A DOCK, DUE TO OPERATOR ERROR.",FIXED,OPERATOR ERROR,1/18/18 22:39,OCCURRED,,906 CLINTON DR,,,GALENA PARK,TX,HARRIS,77547,,,,,,,,,,,,,,,N
1202284,"CALLER REPORTED APPROXIMATELY 20 GALLONS OF LUBRICANT OIL WAS DISCHARGED FROM A LOCOMOTIVE TO THE BALLAST, DUE TO EQUIPMENT FAILURE.",RAILROAD,EQUIPMENT FAILURE,1/19/18 1:00,OCCURRED,"MILE POST: N60, SUBDIVISION: POCAHONTAS",,,,ROANOKE,VA,ROANOKE,,,,,,,,,,,,,,,,N
1202285,"CALLER STATED THAT THEY DISCOVERED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE ON THE WATERS OF A MARSH THAT IS A TRIBUTARY TO THE SAUGUS RIVER.  SOURCE IS UNKNOWN, HOWEVER IT IS POTENTIALLY DUE TO NATURAL SEEPAGE WHICH OCCURRED DURING THE EXCAVATION TO FIX A BROKEN WATER MAIN.",UNKNOWN SHEEN,UNKNOWN,1/19/18 8:15,DISCOVERED,UNKNOWN SHEEN INCIDENT,1000 WESTERN AVE,,,LYNN,MA,ESSEX,,,,,,,,,,,,,,,,N
1202287,CALLER REPORTS A TRAIN  WAS STRUCK BY A VEHICLE TOWING A BOAT ON A TRAILER ATTEMPTING TO CROSS THE TRACKS RESULTING IN THE INJURIES OF 2 PERSONS IN THE VEHICLE. THE TRAIN WAS ON THE TRACKS BLOCKING THE ROAD WHEN THE VEHICLE STRUCK THE SIDE OF THE THIRD CAR OF THE TRAIN.,RAILROAD NON-RELEASE,OTHER,1/19/18 5:25,OCCURRED,,COULEE HITE ROAD,,,HITE,WA,SPOKANE,,,,,,,,,,,,,,,,N
1202288,CALLER STATED THAT A RAIL CAR'S BOTTOM DUMP DOORS BECAME LOOSE AND SPILLED 20 POUNDS OF LIMESTONE TO THE BALLAST.,RAILROAD,EQUIPMENT FAILURE,1/19/18 9:20,OCCURRED,CLOSE TO PAIR RD,MILE POST CD443.76,,,SOUTH BEND,IN,ST. JOSEPH,,,,,,,,,,,,,,,,N
1202289,CALLER STATED THAT THERE IS A SUBMERGED VESSEL RELEASING UNKNOWN AMOUNT OF AN UNKNOWN OIL TO THE WATERS OF THE BRICKELL BAY. CALLER STATED THAT THEY BELIEVE THE VESSEL WAS SUNK DURING THE HURRICANE.,VESSEL,VESSEL SINKING,1/19/18 9:50,DISCOVERED,,825 BRICKELL BAY DR,,,MIAMI,FL,DADE,,,,,,,,,,,,,,,,N
1202290,CALLER REPORTS A RELEASE OF STEAM FROM A PIPE WHICH HAS CAUSED SOME INSULATION MATERIAL (POSSIBLY CONTAINING ASBESTOS) TO BE RELEASED INTO THE AIR AFTER THE PIPING LEAKED DUE TO AN UNKNOWN REASON.,FIXED,EQUIPMENT FAILURE,1/19/18 9:40,DISCOVERED,,13TH AND AVE C,,,MANHATTAN,NY,NEW YORK (MANHATTAN),,,,,,,,,,,,,,,,N
1202291,CALLER STATED THAT THE PLATFORM PERSONNEL HAS OBSERVED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE ON THE WATERS OF THE GULF OF MEXICO.,UNKNOWN SHEEN,UNKNOWN,1/19/18 8:20,DISCOVERED,UNKNOWN SHEEN INCIDENT,,,,,LA,MISSISSIPPI CANYON,,,,,28,11,27,N,88,29,45,W,,,,N
1202292,CALLER REPORTS A DISCHARGE OF APPROXIMATELY 50 GALLONS OF DIESEL ONTO THE GROUND WITH AN UNKNOWN AMOUNT WASHING DOWN INTO A STORM DRAIN CAUSED BY A DAMAGED SADDLE TANK ON A TRACTOR TRAILER TRUCK.,MOBILE,EQUIPMENT FAILURE,1/18/18 14:00,OCCURRED,,1286 MILL EDGE STREET,,,EAST POINT,GA,FULTON,,,,,,,,,,,,,,,,N
1202295,CALLER REPORTS A DISCHARGE OF 1 OUNCE OF CRUDE OIL INTO THE WATER CAUSED BY A PINHOLE LEAK ON PIPELINE.,PIPELINE,EQUIPMENT FAILURE,1/19/18 8:35,DISCOVERED,SEE LAT/LONG,,,,VENICE,LA,PLAQUEMINES,,,,,29,33,18,N,89,9,55,W,,,,N
1202296,CALLER STATED THAT A DELIVERY DRIVER WAS TRANSFERING PRODUCT FROM THE TANK TRUCK TO THE HOME HEATING OIL TANK WHEN THE DRIVER SLIPPED ON ICE AND LOSS CONTROL OF THE HOSE WHICH CAUSED A RELEASE OF 2 GALLONS OF NUMBER 2 DIESEL FUEL TO GROUND.,MOBILE,OPERATOR ERROR,1/19/18 9:30,OCCURRED,,16 DAVENPORT,,,WESTPORT,CT,FAIRFIELD,,,,,,,,,,,,,,,,N
1202297,"CALLER REPORTS THE SUSPECTED RESPONSIBLE PARTY'S COMPANY IS POWER WASHING ASPHALTING EQUIPMENT RESULTING IN MATERIALS FLOWING INTO THE PUBLIC STORM DRAINAGE SYSTEM. CALLER REPORTS THE INCIDENT HAS BEEN REPEATED MULTIPLE TIMES ""FOR YEARS"" AND IS OCCURRING BEHIND THE SHOP AT THE ADDRESS PROVIDED.",FIXED,OTHER,11/16/17 12:30,DISCOVERED,,136 BILLIAN STREET,,,BRIDGEWATER,NJ,SOMERSET,,,,,,,,,,,,,,,,N
1202298,CALLER STATED THAT A DUMP TRUCK OVERTURNED CAUSING THE RELEASE OF AN 50 TO 75 GALLONS OF A DIESEL AND MOTOR OIL MIXTURE TO THE WATERS OF  WEST NANCY CREEK.,MOBILE,OPERATOR ERROR,1/19/18 9:45,OCCURRED,,ASHFORD DAUWOO RD,AND HART MILL RD,,BROOKHAVEN,GA,DE KALB,,,,,,,,,,,,,,,,N
1202299,CALLER REPORTS A RELEASE OF AN UNKNOWN AMOUNT OF FERROUS CHLORIDE (POSSIBLY UP TO 1500-2000 GALLONS) INTO SECONDARY CONTAINMENT CAUSED BY A DRAIN VALVE  LEFT OPEN ON A TANK BY A CONTRACTOR.,STORAGE TANK,OPERATOR ERROR,1/19/18 7:15,DISCOVERED,,1902 GATCHELL ROAD,,,SAN DIEGO,CA,SAN DIEGO,,,,,,,,,,,,,,,,N
1202302,CALLER REPORTS A FLARING EVENT HAS RESULTED IN A RELEASE OF AN UNKNOWN AMOUNT OF NOX AND AN UNKNOWN AMOUNT OF BUTADIENE INTO THE AIR CAUSED BY A UNIT UPSET.,FIXED,EQUIPMENT FAILURE,1/19/18 7:05,OCCURRED,,900 HIGHWAY 108,,,SULPHUR,LA,CALCASIEU,70664,,,,,,,,,,,,,,,N
1202303,CALLER REPORTS A TRAIN WAS INVOLVED IN A NEAR MISS AT A CROSSING WITH A PASSENGER VEHICLE AND PLACED IN EMERGENCY MODE CAUSING A 5 MINUTE DELAY.,RAILROAD NON-RELEASE,OTHER,1/19/18 8:03,OCCURRED,MP 0.89,,,,SAN FRANCISCO,CA,SAN FRANCISCO,,,,,,,,,,,,,,,,N
1202304,CALLER STATED THAT THEY DISCOVERED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE ON THE WATERS OF THE COLUMBIA RIVER.,UNKNOWN SHEEN,UNKNOWN,1/19/18 7:30,DISCOVERED,UNKNOWN SHEEN INCIDENT,WEST MOORING BASIN,,,ASTORIA,OR,CLATSOP,,,,,,,,,,,,,,,,N
1202305,CALLER REPORTS A RELEASE OF 275 GALLONS OF SUPERCORE (12.5% OF SODIUM HYPOCHLORITE) ONTO THE GROUND CAUSED BY TOTE BEING TIPPED OVER WHILE TRANSPORTED ON A FORK LIFT.,STORAGE TANK,OPERATOR ERROR,1/19/18 3:45,OCCURRED,,1231 870TH STREET,,,HARLAN,IA,SHELBY,51537,,,,,,,,,,,,,,,N
1202306,CALLER STATED THAT THE ROV OF THE OFF SHORE SUPPLY VESSEL SUFFERED AN APPROXIMATE 1 GALLON HYDRAULIC FLUID DISCHARGE INTO THE WATERS OF THE GULF AT 4900 FT DEPTH.  NO SHEEN WAS OBSERVED ON THE SURFACE OF THE WATER.,VESSEL,EQUIPMENT FAILURE,1/19/18 8:00,OCCURRED,,BLOCK 253,,,,LA,MISSISSIPPI CANYON,,,,,28,44,49,N,88,21,40,W,,,,N
1202307,CALLER REPORTS AN AMTRAK TRAIN STRUCK AND FATALLY INJURED A TRESPASSER ON THE TRACKS.,RAILROAD NON-RELEASE,TRESPASSER,1/19/18 8:40,OCCURRED,MP 1155.7,,,,PITTSBURG,CA,CONTRA COSTA,,,,,,,,,,,,,,,,N
1202308,CALLER REPORTED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE.,UNKNOWN SHEEN,UNKNOWN,1/19/18 8:15,DISCOVERED,UNKNOWN SHEEN INCIDENT,1600 HARBOR WAY,,,JUNEAU,AK,JUNEAU,,,,,,,,,,,,,,,,N
1202309,CALLER STATED THAT STATED THAT OIL WAS RELEASED INTO THE WATERS OF THE HARVY CANAL DURING MAINTENANCE ON THE PROPULSION SYSTEM OF THE VESSEL.,VESSEL,UNKNOWN,1/18/18 17:00,DISCOVERED,UNKNOWN SHEEN INCIDENT,615 DESTREHAN AVE,,,HARVEY,LA,JEFFERSON,,,,,,,,,,,,,,,,N
1202310,CALLER REPORTS AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE.,UNKNOWN SHEEN,UNKNOWN,1/19/18 11:20,DISCOVERED,UNKNOWN SHEEN INCIDENT,615 DESTREHAN AVE,,,HARVEY,LA,JEFFERSON,70058,,,,,,,,,,,,,,,N
1202311,UNKNOWN MATERIAL RELEASED FROM A UNIT ABOVE THE MEAT AND DELI RACK DUE TO AN UNKNOWN CAUSE AT THIS TIME.,FIXED,UNKNOWN,1/19/18 11:00,OCCURRED,,6110 EAST 86TH ST,,,CASTLETON,IN,MARION,46250,,,,,,,,,,,,,,,N
1202312,CALLER STATED THAT THEY HAVE A LEAK ON A TRANSFER LINE THAT TRANFERS BETWEEN TWO INSHORE PLATFORMS. THIS CAUSED A DISCHARGE OF APPROXIMATELY  .5 GALLONS OF CRUDE OIL TO THE LAKE PELTO.,PLATFORM,EQUIPMENT FAILURE,1/19/18 11:00,DISCOVERED,PLATFORM INCIDENT,,,,,LA,TERREBONNE,,,,,29,8,30,N,90,40,56,W,,,,N
1202313,"CALLER STATED THAT THEY DISCOVERED A PINHOLE LEAK ON A 4"" FLOW LINE THAT LEADS TO TANK BATTERY NUMBER 3 FROM THE GOLDEN MEADOW LATERRE 327 WELL. THIS RESULTED IN THE RELEASE OF 3.67 OUNCES OF CRUDE OIL TO THE WATER.",PIPELINE,EQUIPMENT FAILURE,1/19/18 11:20,DISCOVERED,SEE LAT/LON,,,,,LA,LAFOURCHE,,,,,29,22,53,N,90,16,32,W,,,,N
1202314,CALLER REPORTED A COMPANY BURIED HAZARDOUS MATERIALS FOR A WHILE AND IT IS SEEPING FROM THE SOIL.,FIXED,DUMPING,1/19/18 9:00,DISCOVERED,,14400 NORTH RIVERGATE BLVD,,,PORTLAND,OR,MULTNOMAH,97203,,,,,,,,,,,,,,,N
1202315,PROCESSED SOLUTION RELEASED FROM A 4 INCH PROCESS PIPE DUE TO AN EQUIPMENT FAILURE.,FIXED,EQUIPMENT FAILURE,1/19/18 5:00,OCCURRED,COPPER REFINERY,7901 N. HWY 136,,,AMARILLO,TX,POTTER,79107,,,,,,,,,,,,,,,N
1202316,CALLER REPORTED A FLARING EVENT FROM AN UPSET ON ONE OF THEIR UNITS.,FIXED,OTHER,1/19/18 8:15,OCCURRED,,1801 SOUTH GULFWAY DR.,,,PORT ARTHUR,TX,JEFFERSON,77941,,,,,,,,,,,,,,,N
1202317,CALLER STATED THAT THEY HAVE DISCOVERED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE ON THE WATERS WITHIN THE LOCK CHAMBER ON THE MISSISSIPPI RIVER. CALLER STATED THE SHEEN HAS  STRONG SMELL OF DIESEL.,UNKNOWN SHEEN,UNKNOWN,1/19/18 11:55,DISCOVERED,UNKNOWN SHEEN INCIDENT,1 LOCK AND DAM WAY,,,EAST ALTON,IL,MADISON,,,,,,,,,,,,,,,,N
1202318,40 - 100 GALLONS OF DIESEL FUEL DISCHARGED FROM A LOCOMOTIVE DUE TO AN OVERFILL CAUSED BY OPERATOR ERROR.  THE LOCOMOTIVE WAS NOT PART OF A TRAIN.,RAILROAD,OPERATOR ERROR,1/19/18 11:51,DISCOVERED,BILL RAIL YARD,BOX 3126,HWY 59,,BILL,WY,CONVERSE,82633,,,,,,,,,,,,,,,N
1202320,CALLER STATED THAT THEY OBSERVED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE ON THE WATERS OF THE GULF OF MEXICO.,UNKNOWN SHEEN,UNKNOWN,1/19/18 11:30,DISCOVERED,UNKNOWN SHEEN INCIDENT,,,,,LA,MAIN PASS,,,,,29,17,14,N,88,45,35,,,,,N
1202321,CALLER STATES THERE IS A TAR LIKE SUBSTANCE COVERING A LARGE AREA FROM AN UNKNOWN SOURCE IN THE COLUMBIA RIVER.,UNKNOWN SHEEN,UNKNOWN,1/19/18 10:00,DISCOVERED,COLUMBIA RIVER; JUST EAST OF THE HAMMOND MOORING BASIN JETTY,,,,HAMMOND / WARRENTON,OR,CLATSOP,,,,,,,,,,,,,,,,N
1202322,CALLER REPORTED A LOCOMOTIVE THAT BLEW A TURBO AND CAUSED A SPILL OF LUBE OIL ONTO THE ENGINE AND BALLAST.,RAILROAD,EQUIPMENT FAILURE,1/19/18 11:15,OCCURRED,,200 NORTH 4TH AVE,,,ALTOONA,PA,BLAIR,,,,,,,,,,,,,,,,N
1202323,CALLER REPORTS A CEMENT TRUCK OVERTURNED AND CAUSED A DISCHARGE OF AN UNDETERMINED AMOUNT OF MOTOR OIL INTO A DITCH. A RAINSTORM OCCURRED THE FOLLOWING DAY AND THE COMPANY POURED DAWN DETERGENT ONTO THE DISCHARGED OIL AFTER THE RAIN. THE OIL AND DAWN HAVE FLOWED INTO COMMUNITY RETAINING PONDS THROUGHOUT THE SUBDIVISION AND IS STILL PRESENT.,MOBILE,OTHER,1/10/18 12:00,OCCURRED,,LIVE OAK AT EAST BOARDER OAK,,,MAGNOLIA,TX,MONTGOMERY,77354,,,,,,,,,,,,,,,N
1202324,CRUDE OIL DISCHARGED FROM A DOWNED PLATFORM AS A RESULT OF HURRICANE IVAN.,PLATFORM,HURRICANE,1/19/18 9:40,DISCOVERED,GULF OF MEXICO,LAT: 28N 56.16',LONG: -88W 58.13',,,LA,MISSISSIPPI CANYON 20,,,,,28,56,10,N,88,58,8,W,,,,N
1202325,CALLER REPORTED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE.,UNKNOWN SHEEN,UNKNOWN,1/19/18 13:14,DISCOVERED,UNKNOWN SHEEN INCIDENT,,,,,ME,CUMBERLAND,,,,,43,37,42,N,70,8,20,W,,,,N
1202326,CALLER REPORTED A COUPLE OUT OF SERVICE TUG BOATS HAVE BEEN DISCOVERED TO BE PARTIALLY SUBMERGED AT THE DOCK.,VESSEL,VESSEL SINKING,1/19/18 13:00,DISCOVERED,RHOADES SHIPYARD,PIER 2,,,,PA,PHILADELPHIA,,,,,,,,,,,,,,,,Y
1202327,DIESEL FUEL IS DISCHARGING FROM AN UNKNOWN SOURCE WITHIN A TANK DIKE WALL DUE TO AN UNKNOWN CAUSE AT THIS TIME.,FIXED,UNKNOWN,1/19/18 12:35,OCCURRED,REFINERY,2200 OLD SPANISH TRAIL,,,WESTLAKE,LA,CALCASIEU,70669,,,,,,,,,,,,,,,N
1202328,CALLER REPORTED A TRACTOR TRAILER LOST CONTROL DUE TO INCLEMENT WEATHER AND STRUCK A GUARD RAIL RESULTING IN THE RELEASE OF MATERIALS FROM A RUPTURED SADDLE TANK.,MOBILE,OTHER,1/18/18 7:30,OCCURRED,,I-85 AND HWY 311,,,HIGHPOINT,NC,GUILFORD,,,,,,,,,,,,,,,,N
1202329,CALLER STATED THAT AFTER A DELIVERY WAS COMPLETE THE DRIVER OF THE HOME HEATING OIL TANK TRUCK WENT TO PLACE THE NOZZLE BACK INTO THE ITS SAFETY SLOT WHEN THE DRIVER DROPPED THE NOZZLE CAUSING THE VALVE TO OPEN AND RELEASE 3 GALLONS OF NUMBER TWO HEATING OIL TO THE GROUND.,MOBILE,OPERATOR ERROR,1/19/18 13:40,OCCURRED,,31 CHELSEA DR,,,CROMWELL,CT,MIDDLESEX,,,,,,,,,,,,,,,,N
1202330,CALLER REPORTS A DISCHARGE OF APPROXIMATELY 5 GALLONS OF LUBE OIL ONTO BALLAST CAUSED BY MECHANICAL FAILURE ON A LOCOMOTIVE IN A DIESEL SHOP ON A RAILWAY YARD.,RAILROAD,EQUIPMENT FAILURE,1/19/18 12:40,OCCURRED,MP D374,,,,DECATUR,IL,MACON,,,,,,,,,,,,,,,,N
1202331,SEDIMENT & DEBRIS AND UNKNOWN OIL RELEASED FROM A MAINTENANCE FACILITY WHILE CLEANING OUT VEHICLES INTO A STORM DRAIN.,FIXED,OTHER,1/18/18 15:30,OCCURRED,,423 WEST 300 NORTH,,,LEHI,UT,UTAH,84043,,,,,,,,,,,,,,,N
1202332,"/// UPDATE TO NRC INCIDENT REPORT # 1202227 ///

UPDATE: CALLER ADDED THE RELEASE OF 2150 POUNDS OF NO (NITRIC OXIDE)  AND CHANGED THE EXPECTATION OF BENZENE TO 66 POUNDS AND 1, 3 BUTADIENE TO 577 POUNDS. FLARING EVENT IS ONGOING.

ORIGINAL REPORT: BENZENE AND 1, 3 BUTADIENE ARE RELEASING FROM A FLARE STACK DUE TO A STARTUP  PROCESS.

/// UPDATE TO NRC INCIDENT REPORT # 1202227 ///

",FIXED,OTHER,1/18/18 13:20,OCCURRED,CHEMICAL PLANT,2775 GULF STATES RD.,,,BEAUMONT,TX,JEFFERSON,77701,,,,,,,,,,,,,,,N
1202333,DIESEL FUEL DISCHARGED FROM A 45FT SAIL BOAT DUE TO AN UNKNOWN CAUSE AT THIS TIME.,VESSEL,UNKNOWN,1/19/18 10:30,OCCURRED,TERS PALACIOS BAY; NEAR SERENDIPITY RV PARK,,,,PALACIOS,TX,MATAGORDA,,,,,,,,,,,,,,,,N
1202334,"CALLER STATED THAT, WHILE CONDUCTING A BARGE TO VESSEL TRANSFER, FUEL BURPED FROM THE FILL PIPE OF THE VESSEL.  CALLER STATED THAT THE AMOUNT DISCHARGED  FROM THE PIPE IS UNKNOWN, HOWEVER THEY NOTICED AN IMPACT TO THE WATER OF 3 TO 4 OUNCES OF DIESEL FUEL.",VESSEL,UNKNOWN,1/19/18 14:15,OCCURRED,SEE LAT/LON,,,,FT LAUDERDALE,FL,BROWARD,,,,,26,7,0,N,80,6,31,W,,,,N
1202335,ANHYDROUS AMMONIA IS RELEASING FROM AN UNKNOWN SOURCE DUE TO AN UNKNOWN CAUSE AT THIS TIME.,FIXED,UNKNOWN,1/19/18 13:20,OCCURRED,,1000 PILGRIM ST.,,,MOUNT PLEASANT,TX,TITUS,75455,,,,,,,,,,,,,,,N
1202336,CALLER REPORTED A SHEEN DISCOVERED AT AN OUTFALL ON THEIR PROPERTY DUE TO UNKNOWN REASONS AT THIS TIME.,FIXED,UNKNOWN,1/19/18 11:18,DISCOVERED,,502 10TH ST. SOUTH,,,TEXAS CITY,TX,GALVESTON,77590,,,,,,,,,,,,,,,N
1202338,CALLER REPORTED A VALVE ON AN OIL TANK CAUSED A RELEASE OF MATERIALS INTO THE WATER.,STORAGE TANK,EQUIPMENT FAILURE,1/19/18 13:30,DISCOVERED,BOLLINGER SHIPYARD,806 BOLLINGER LANE,,,AMELIA,LA,ST. MARY,,,,,,,,,,,,,,,,N
1202339,CALLER STATES THE RESPONSIBLE PARTY IS POSSIBLY CHANGING OUT THE MOTOR OIL IN VEHICLES BECAUSE THERE HAS BEEN AN OIL SPILL ON THE PROPERTY THAT HAS NOW SATURATED ONTO THE ADJACENT PROPERTY.  THIS INCIDENT HAS BEEN ONGOING FOR A MONTH.,FIXED,UNKNOWN,12/1/18 12:00,OCCURRED,,15311 EAST ARKANSAS PLACE,,,AURORA,CO,ARAPAHOE,80017,,,,,,,,,,,,,,,N
1202341,CONDENSATE (LIGHT CRUDE) RELEASED FROM A BUCKET THAT WAS DROPPED ON THE DECK AND SPLASHED THROUGH AN OPEN PENETRATION.,PLATFORM,OPERATOR ERROR,1/19/18 13:55,DISCOVERED,GULF OF MEXICO,LAT: 28N 54.84',LONG: -90W 29.21',,FOURCHON,LA,SOUTH TIMBALIER AREA,,15,MILES,,28,54,50,N,90,29,13,W,,,,N
1202342,CALLER STATED THAT A DOCK WORKER OBSERVED AN UNKNOWN SHEEN ON THE WATERS OF THE MISSISSIPPI RIVER FROM AN UNKNOWN SOURCE.,UNKNOWN SHEEN,UNKNOWN,1/19/18 14:00,DISCOVERED,UNKNOWN SHEEN INCIDENT,4006 HWY 44,,,MT. AIRY,LA,ST. JOHN THE BAPTIST,,,,,,,,,,,,,,,,N
1202343,CALLER REPORTED ONE OF THEIR TRUCKS HAD A LEAK FROM ITS TOP DOME OF FUEL OIL.,MOBILE,EQUIPMENT FAILURE,1/19/18 14:50,DISCOVERED,,6985 BROADWAY,,,PORTLAND,ME,CUMBERLAND,,,,,,,,,,,,,,,,N
1202345,"1, 3 BUTADIENE AND BUTENES ARE RELEASING FROM A LEAK ON AN OVERHEAD LINE ON A TOWER.",FIXED,EQUIPMENT FAILURE,1/19/18 13:30,OCCURRED,,8280 SHELDON RD,,,CHANNELVIEW,TX,HARRIS,,,,,,,,,,,,,,,,N
1202347,CALLER REPORTED THE DISCOVERY OF A CRACKED PIPE DUE TO LOW TEMPERATURES CAUSING A RELEASE OF MATERIALS ONTO COMPANY PROPERTY.,PIPELINE,EQUIPMENT FAILURE,1/19/18 13:59,DISCOVERED,,SEE LAT/LONG,,,,IL,MASSAC,,,,,37,12,50,N,88,52,3,W,,,,N
1202348,UNKNOWN SHEEN SIGHTING.  EXACT SOURCE OF THE SHEEN IS UNKNOWN AT THIS TIME.,UNKNOWN SHEEN,UNKNOWN,1/19/18 13:14,DISCOVERED,HUMBOLDT BAY; IN BETWEEN DOCK E & F,601 STARTARE DRIVE,,,EUREKA,CA,HUMBOLDT,95501,,,,,,,,,,,,,,,N
1202349,UNKNOWN OIL DISCHARGED FROM A MOBILE PIECE OF EQUIPMENT THAT HAS BEEN REMOVED FROM THE SHIPYARD DUE TO AN UNKNOWN CAUSE AT THIS TIME.,MOBILE,UNKNOWN,1/19/18 16:30,OCCURRED,DRY DOCK 1; PISCATAQUA RIVER,,,,KITTERY,ME,YORK,,,,,,,,,,,,,,,,N
1202350,CALLER REPORTED A TRUCK HIT ONE OF THEIR POLES WITH THREE TRANSFORMERS ON IT CAUSING A RELEASE OF 85 GALLONS OF TRANSFORMER OIL THAT ARE NON PCB.,FIXED,OTHER,1/19/18 9:55,DISCOVERED,,820 SAMS AVE,,,ELMWOOD,LA,JEFFERSON,,,,,,,,,,,,,,,,N
1202351,USED OIL DISCHARGED FROM AN UNKNOWN SOURCE THAT WAS FOUND AT THE CONTAINMENT FACILITY (SOUTH LAGOON) DUE TO AN UNKNOWN CAUSE AT THIS TIME.,FIXED,UNKNOWN,1/19/18 12:00,DISCOVERED,RADNOR RAIL YARD; MILEPOST: 191.0; SUBDIVISION: NASHVILLE TERMINAL,4400 CSX DR.,,,NASHVILLE,TN,DAVIDSON,,,,,,,,,,,,,,,,N
1202352,CALLER REPORTED A HAZARDOUS ODOR IN THE AIR AT THEIR RESIDENCE.,FIXED,UNKNOWN,1/19/18 16:45,DISCOVERED,,155 HOBBART BOTTOM RD,,,JERIMIAH,KY,LETCHER,,,,,,,,,,,,,,,,N
1202353,CALLER REPORTED THEIR TRAIN WAS BROAD SIDED BY A PASSENGER VEHICLE CAUSING THE INJURY OF TWO OF THEIR EMPLOYESS.,RAILROAD NON-RELEASE,OTHER,1/19/18 16:00,OCCURRED,,LIBERTY AND ELM ST INTERSECTION,,,CINCINATTI,OH,HAMILTON,,,,,,,,,,,,,,,,N
1202354,CALLER REPORTED ONE GALLON OF DIESEL SPILLED ONTO THE FLOOR AND INTO A STORM DRAIN FROM AN UNKNOWN SOURCE.,FIXED,UNKNOWN,1/19/18 10:00,DISCOVERED,,91-550 AWAKUMOKU ST,,,KAPOLEI,HI,HONOLULU,,,,,,,,,,,,,,,,N
1202355,"////////THIS IS A 48-HOUR UPDATE FOR NRC REPORT NUMBER 1202197.//////// 

ORIGINAL REPORT:
CALLER STATED THAT THEY HAD A STORAGE TANK OVERFILL, WHICH CAUSED APPROXIMATELY 15  BARRELS OF FUEL GRADE ETHANOL TO BE RELEASED TO THE GROUND.

UPDATED REPORT::
STORAGE TANK OVERFILL CAUSED A RELEASE OF 445 BARRELS.  CAUSE OF THE OVERFLOW IS UNKNOWN.  CALLER ALSO STATES THE REMEDIATION WILL END UP BEING ABOVE $50,000.",STORAGE TANK,UNKNOWN,1/18/18 7:45,DISCOVERED,,400 NORTH JEFFERSON,,,PASADENA,TX,HARRIS,,,,,,,,,,,,,,,,N
1202356,CALLER REPORTED A SEMI ROLLED INTO COAL CREEK AND RELEASED DIESEL FUEL.,MOBILE,UNKNOWN,1/19/18 16:30,DISCOVERED,,INTERSECTION OF,HWY 150 AND PENNINGTON RD,,WEST TERRE HAUTE,IN,VIGO,,,,,,,,,,,,,,,,N
1202357,CALLER REPORTED A FUEL TANKER CAUGHT ON FIRE AND BLEW UP CAUSING A RELEASE OF MATERIALS.,MOBILE,UNKNOWN,1/18/18 19:15,OCCURRED,,I-15 AND 7200 SOUTH,,,SALT LAKE CITY,UT,SALT LAKE,,,,,,,,,,,,,,,,N
1202358,"///////THIS IS A PHMSA 48-HOUR UPDATE FOR NRC REPORT NUMBER 1202181./////////

ORIGINAL REPORT:
CALLER IS REPORTING A STORAGE TANK EXPERIENCED A MALFUNCTION WITH A DRAIN,  RESULTING IN A DISCHARGE OF GASOLINE.  MALFUNCTION IS ASSOCIATED WITH THE TANK'S  FLOATING ROOF DRAIN.

UPDATED REPORT:
THE TOTAL AMOUNT OF MATERIAL INVOLVED IN THE DISCHARGE IS 82 BARRELS.
",STORAGE TANK,EQUIPMENT FAILURE,1/17/18 19:35,DISCOVERED,,HWY 75 SOUTH & 126TH ST,,,GLENPOOL,OK,TULSA,,,,,,,,,,,,,,,,N
1202361,UNKNOWN SHEEN SIGHTING.  EXACT SOURCE OF THE SHEEN IS UNKNOWN AT THIS TIME.,UNKNOWN SHEEN,UNKNOWN,1/19/18 18:05,DISCOVERED,MATANZAS PASS,481 HARBOR COURT,,,FORT MYERS BEACH,FL,LEE,,,,,,,,,,,,,,,,N
1202362,#2 DIESEL FUEL DISCHARGED FROM AN ABOVEGROUND STORAGE TANK THAT OVERFILLED DURING A TRANSFER FROM A TANKER TRUCK.,STORAGE TANK,OPERATOR ERROR,1/19/18 15:00,OCCURRED,T & L FARMS,1399 YOST RD,,,GRACE,ID,CARIBOU,83241,,,,,,,,,,,,,,,N
